startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
QueueMed Healthtech,"QueueMed is an O2O Solution, designed and developed by a group of Doctors, in assisting Clinic & Hospital in Digital Healthcare Transformation to solve the long waiting time and congestion.","QueueMed is founded by a group of Doctors who have Depth Understanding of the industry, and strike to make a change for the Healthcare system.
.
Some of the solutions that we incorporated includes:
1) Multi-channel Appointment Booking System, which is Real-Time, Cloud-based, Centralized from all booking channels. 
2) Smart Queue algorithm specifically designed for the healthcare industry, which including queue logic for Appointment, Walk-In, Emergency & Return patient.
3) Mobile Queue Solutions which allow patient to check Live Queue right from their phone, along with estimated waiting time.
4) Mobile One Queue Solutions (for Hospital) which guide patients through their patient journey with just one queue number.
5) Automated Reminders.
6) Inter-Referral system
7) Telemedicine (collaboration with Doc2Us)
8) Home Care & House Call services
9) Unified E-Wallets Payment Gateway (collaboration with Revenue Monster)
10) Medical Agency Portal for Medical Tourism industry
11) Cloud-based CIS (collaboration with AVIXO)",2018,Malaysia,http://qmed.asia,"Medical, Health & Wellness",null,null,null,null
TBSense,null,"Early detection of TB by using TB strips which is affordable, faster and mobile",2019,Malaysia,https://m.facebook.com/TBSense-106885740698982/,null,null,null,null,null
AgriManager,Manage with less headache.,null,2019,Malaysia,https://www.agrimanagers.com/,Agriculture,null,null,null,null
Evenstar farming,Farming precision zone,null,2019,Malaysia,http://www.bactria.io,null,null,null,null,null
Farm Exchange,null,Making P2P investment into agro-food farming simple and transparent,2019,Malaysia,https://www.facebook.com/Farm-Exchange-1 11830460263352/,null,null,null,null,null
Food BioSolution,Pushing the frontier of functional food industry,null,2019,Malaysia,https://sciencepark.upm.edu.my/upload/dokumen/20190514131305BioFood_Solutions_Sdn_Bhd.pdf,null,null,null,null,null
Fruggies,null,We are developing an e-commerce platform for farmers to sell their produce quickly and easily,2019,Malaysia,http://fruggies-0.launchrock.com,null,null,null,null,null
Greenacre Engineering,"We are developing automatic irrigation solution for small farmers, so they can improve their yield",null,2019,Malaysia,https://www.facebook.com/greenacree,null,null,null,null,null
Life Origin,null,We are breeding black soldier fly larva as alternative protein for livestock fish and chicken with organic waste and disposable media. It is a close loop system that generate 0 waste.,2020,Malaysia,null,Agriculture,Biotechnology,Environment,null,null
Plantpal,null,We are developing soilless plantation kit for healthy lifestyle lovers so they can enjoy the reap without sow,2019,Malaysia,https://plantpal.web.app,null,null,null,null,null
Sayur.farm,null,"We are developing a machine-learning based farming assistant for
young and tech savvy farmers to increase their future yields",2019,Malaysia,https://www.facebook.com/venturefalcon ,null,null,null,null,null
TracO,null,Traco is a blockchain enabled supply management application which ensures the right product delivers to the purchaser,2019,Malaysia,https://www.everleafstore.com/,null,null,null,null,null
Urban Farm Tech Sdn Bhd,"Building Farms, Building Communities. ","Urban Farm Tech is an urban farm solution system provider which designs and builds urban farming systems. Urban Farm Tech also provides coaching and education relating to urban farms. 
The current food system has an overreliance on imports worth RM52 billion in the year 2018, where food travels a long distance before arriving to our homes. A self sustaining food system within the country itself is essential to preserve a high level of food security.
Urban Farm Tech aims to inspire young farmers from urban and rural regions to adopt modern agriculture technology to support the growth of our future national food systems. In order to achieve this vision, Urban Farm Tech is actively involved in Urban Farm Projects with schools & community. Through the projects in schools & community, we bring new farming ideas & technology such as vertical farming, IoT smart farm and Aquaponics to the young generation. Urban Farm Tech also provides training to these students and community on modern farming technology and help them learn new survival skills through urban farming.
",2016,Malaysia,http://www.urbanfarmtech.my,Agriculture,null,null,null,null
AI One Health Enterprise,"Providing FREE delivery service of Cleaning Products such as floor cleaners, glass cleaners, all purpose cleaners, handsoaps, etc via ""Refill Method"" for SME's to get businesses towards ""Zero Waste""",null,null,null,http://www.refillhouz.com,null,null,null,null,null
Bayu Harvest,  Bayuâ€™s goal is to connect smallholder farmers from Borneo with buyers from all over the world. ,"Bayuâ€™s goal is to connect smallholder farmers from Borneo with buyers from all over the world.
Our platform and the resources we provide to farmers enable their transformation from producers into entrepreneurs. ",2019,null,http://bayuharvest.com,Agriculture,E-Commerce,null,null,null
BESTDEDU,Edtech driven Social Enterprise,null,null,null,http://www.sjktstars.com,null,null,null,null,null
cemban,null,null,null,null,null,null,null,null,null,null
iCYCLE Malaysia,"Integrity, Sustaining The Sustainability and PRESENCE GLOBALLY",null,null,null,http://www.icycle-global.com,null,null,null,null,null
Oeco Foods,null,"OECO Foods was founded in Malaysia by founders whom intend to play a significant role in the struggle for global food security in 2050, however, with humble beginning in improving the livelihoods and food security of villagers in Cambodia & East Malaysia through insect-based food cultivation (cricket) with intention to achieve income generation and protein intake among malnourished population and extreme poverty, by supporting various villages to setup and manage small-scale cricket farms at the household levels, guidance in insect food processing capability till assistance in marketing support in supplying raw insect to needed restaurant and export purpose to first world countries with high demand and price point. ",2017,Malaysia,https://www.oecofoods.com,null,null,null,null,null
Pasarkita.my,null,"Over the past 2 years theres a lot of urban community gardeners, schools, apartments, retirees and housewife producing organic vegetables and fruits in their own garden. Government, Industries and NGOâ€™s have given them trainings and knowledge to start planting in their own garden. Some of the reasons are to reduce the import tax, reduce carbon emission, public health and many more . The numbers have grown tremendously and these group of people can supply to the community. The common problem they are facing right now is to get buyer when the produce is ready to harvest. Meanwhile, the Klang Valley people have to travel more than 1 kilometer to buy chilli or tomato. Among many reasons this is happening because they are not aware of these gardeners exist within 1 kilometer radius. These gardeners are the supply chain that able to meet the demand. What if theres an enterprise that bridge these groups of people? I want to build that bridge.",null,Malaysia,null,null,null,null,null,null
Petani Millennial,Working with Nature,null,null,null,null,null,null,null,null,null
RIMBA,Socialising Environmental Education,null,null,null,http://rimba.com.my,null,null,null,null,null
Siasitok Training & Resources,null,null,null,null,null,null,null,null,null,null
Telebort,To enable kids and teens to solve real world problems through coding.,"Telebort is a mobile learning center that founded by alumni of Universiti Sains Malaysia (USM). We conduct after school, weekend, and holiday programming classes in and out of school for school children aged between 7 to 15 years to learn computer science. 
Our programs are offered throughout the year on various days, and at different times and locations to make coding classes convenient and affordable for every student.",2016,Malaysia,https://www.telebort.com/,Education,null,null,null,null
